creator_id,creator_name,brand_name,creator_niche,product_category,campaign_date,followers,avg_views,engagement_rate,product_price,discount_rate,campaign_duration_days,planned_posts,planned_live_sessions,products_promoted,historical_conversion_rate,brand_fit_score,creator_cost,gross_margin_rate,orders,gmv,revenue,source_file
kieutrendyne,kieutrendyne,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3392.0,10303.752293577982,0.04,501270.0,0.0,30.0,70.0,39.0,2.0,0.02,70.0,1000000.0,0.35,670.0,336008219.52,336008219.52,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ng.ngc36,ng.ngc36,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3079.0,19035.714285714286,0.04,501270.0,0.0,30.0,98.0,0.0,1.0,0.02,70.0,1000000.0,0.35,540.0,271025430.15,271025430.15,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
huynhthuykieu27,huynhthuykieu27,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,48600.0,20920.189873417723,0.04,501270.0,0.0,30.0,71.0,8.0,1.0,0.02,70.0,1215000.0,0.35,539.0,270546911.66,270546911.66,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
miale.0402,miale.0402,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1400000.0,113127.5,0.04,501270.0,0.0,30.0,0.0,2.0,1.0,0.02,70.0,35000000.0,0.35,520.0,260955019.88,260955019.88,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hanhbao_01,hanhbao_01,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,64500.0,16604.66165413534,0.04,501270.0,0.0,30.0,114.0,19.0,4.0,0.02,70.0,1612500.0,0.35,402.0,201677455.45,201677455.45,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
cogaikhmer97,cogaikhmer97,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,318200.0,188601.0,0.04,501270.0,0.0,30.0,5.0,0.0,1.0,0.02,70.0,7955000.0,0.35,313.0,157238165.14,157238165.14,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
aitran.review,aitran.review,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,53700.0,54961.125,0.04,501270.0,0.0,30.0,16.0,0.0,1.0,0.02,70.0,1342500.0,0.35,256.0,128353955.44,128353955.44,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thao121220,thao121220,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,9240.0,18986.923076923078,0.04,501270.0,0.0,30.0,39.0,0.0,1.0,0.02,70.0,1000000.0,0.35,243.0,122086805.67,122086805.67,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
p.anhacclive3,p.anhacclive3,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,251900.0,158850.2,0.04,501270.0,0.0,30.0,5.0,0.0,1.0,0.02,70.0,6297500.0,0.35,241.0,120810810.11,120810810.11,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dokimnhu,dokimnhu,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,123800.0,46649.470588235294,0.04,501270.0,0.0,30.0,17.0,0.0,1.0,0.02,70.0,3095000.0,0.35,198.0,99546302.86,99546302.86,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nguyenanhthu6920,nguyenanhthu6920,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1791.0,7692.261904761905,0.04,501270.0,0.0,30.0,79.0,5.0,2.0,0.02,70.0,1000000.0,0.35,196.0,98362075.99,98362075.99,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thuhoaishop9091,thuhoaishop9091,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,119100.0,10608.833333333334,0.04,501270.0,0.0,30.0,47.0,1.0,1.0,0.02,70.0,2977500.0,0.35,180.0,90507979.7,90507979.7,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
trisphanbeauty,trisphanbeauty,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,62100.0,30425.5,0.04,501270.0,0.0,30.0,20.0,0.0,1.0,0.02,70.0,1552500.0,0.35,177.0,88975758.21,88975758.21,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuonganhreal.05,phuonganhreal.05,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1200000.0,61529.333333333336,0.04,501270.0,0.0,30.0,0.0,3.0,1.0,0.02,70.0,30000000.0,0.35,172.0,86703172.22,86703172.22,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dshiepchamda,dshiepchamda,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,14500.0,100109.83333333333,0.04,501270.0,0.0,30.0,4.0,2.0,1.0,0.02,70.0,1000000.0,0.35,134.0,67372874.16,67372874.16,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mechangvadola,mechangvadola,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,41700.0,20336.272727272728,0.04,501270.0,0.0,30.0,22.0,0.0,1.0,0.02,70.0,1042500.0,0.35,126.0,63401815.33,63401815.33,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hanact,hanact,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2800000.0,337894.0,0.04,501270.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,70000000.0,0.35,102.0,51505876.96,51505876.96,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
camnhistore6,camnhistore6,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1698.0,596.8809523809524,0.04,501270.0,0.0,30.0,22.0,62.0,2.0,0.02,70.0,1000000.0,0.35,98.0,49482366.87,49482366.87,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
aitran_69,aitran_69,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,62500.0,38616.71428571428,0.04,501270.0,0.0,30.0,7.0,0.0,1.0,0.02,70.0,1562500.0,0.35,83.0,41802235.14,41802235.14,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
daoquangtrung2k1,daoquangtrung2k1,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,56500.0,41692.739130434784,0.04,501270.0,0.0,30.0,23.0,0.0,1.0,0.02,70.0,1412500.0,0.35,79.0,39992294.98,39992294.98,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
longthuy222,longthuy222,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,113500.0,4678.871428571429,0.04,501270.0,0.0,30.0,40.0,30.0,1.0,0.02,70.0,2837500.0,0.35,73.0,37092520.3,37092520.3,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
.mebanhbao20,.mebanhbao20,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,179100.0,53580.666666666664,0.04,501270.0,0.0,30.0,3.0,0.0,1.0,0.02,70.0,4477500.0,0.35,61.0,30875455.35,30875455.35,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
lathihongtham79,lathihongtham79,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,12600.0,7373.976744186047,0.04,501270.0,0.0,30.0,36.0,7.0,3.0,0.02,70.0,1000000.0,0.35,57.0,28733680.31,28733680.31,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngoctran.29_11,ngoctran.29_11,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5377.0,444.52884615384613,0.04,501270.0,0.0,30.0,47.0,57.0,3.0,0.02,70.0,1000000.0,0.35,56.0,28499711.45,28499711.45,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
beyen0720,beyen0720,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,28900.0,6885.5,0.04,501270.0,0.0,30.0,26.0,0.0,1.0,0.02,70.0,1000000.0,0.35,55.0,27760658.14,27760658.14,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
quynh_mexaxi,quynh_mexaxi,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,24700.0,5501.892857142857,0.04,501270.0,0.0,30.0,25.0,3.0,1.0,0.02,70.0,1000000.0,0.35,55.0,27643503.66,27643503.66,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nhieunguyen.68,nhieunguyen.68,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6035.0,446.7603305785124,0.04,501270.0,0.0,30.0,63.0,58.0,3.0,0.02,70.0,1000000.0,0.35,47.0,23858465.0,23858465.0,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nbtt2212,nbtt2212,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,34600.0,9279.5,0.04,501270.0,0.0,30.0,10.0,0.0,1.0,0.02,70.0,1000000.0,0.35,41.0,20910740.79,20910740.79,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
lamdepcungtui86,lamdepcungtui86,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5041.0,1368.7202797202797,0.04,501270.0,0.0,30.0,143.0,0.0,3.0,0.02,70.0,1000000.0,0.35,41.0,20859540.5,20859540.5,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
oanhmisu9,oanhmisu9,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4604.0,2019.5666666666666,0.04,501270.0,0.0,30.0,60.0,0.0,1.0,0.02,70.0,1000000.0,0.35,38.0,19286737.68,19286737.68,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nhuy9208,nhuy9208,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,11100.0,2682.9701492537315,0.04,501270.0,0.0,30.0,67.0,0.0,1.0,0.02,70.0,1000000.0,0.35,37.0,18624535.79,18624535.79,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
reviewtienichne,reviewtienichne,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6039.0,628.5181818181818,0.04,501270.0,0.0,30.0,220.0,0.0,2.0,0.02,70.0,1000000.0,0.35,36.0,18254293.61,18254293.61,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
quynhbikini,quynhbikini,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6824.0,7061.117647058823,0.04,501270.0,0.0,30.0,17.0,0.0,1.0,0.02,70.0,1000000.0,0.35,35.0,17871824.07,17871824.07,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngoc.tran_92,ngoc.tran_92,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2983.0,355.8488372093023,0.04,501270.0,0.0,30.0,38.0,48.0,3.0,0.02,70.0,1000000.0,0.35,35.0,17732852.2,17732852.2,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tuyethuynh.2908,tuyethuynh.2908,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,14300.0,6606.333333333333,0.04,501270.0,0.0,30.0,15.0,0.0,1.0,0.02,70.0,1000000.0,0.35,33.0,16671884.94,16671884.94,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nguyennhungtaphoa,nguyennhungtaphoa,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2396.0,1707.2156862745098,0.04,501270.0,0.0,30.0,51.0,0.0,2.0,0.02,70.0,1000000.0,0.35,32.0,16235602.82,16235602.82,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kimngan.0052,kimngan.0052,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4497.0,677.8095238095239,0.04,501270.0,0.0,30.0,5.0,16.0,1.0,0.02,70.0,1000000.0,0.35,32.0,16193668.24,16193668.24,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bevoi2021,bevoi2021,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,12400.0,238.7058823529412,0.04,501270.0,0.0,30.0,3.0,82.0,3.0,0.02,70.0,1000000.0,0.35,31.0,15935831.74,15935831.74,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
congchuasansale1,congchuasansale1,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1402.0,2171.277777777778,0.04,501270.0,0.0,30.0,54.0,0.0,1.0,0.02,70.0,1000000.0,0.35,30.0,15519789.84,15519789.84,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
25trangtrang,25trangtrang,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1035.0,1089.2777777777778,0.04,501270.0,0.0,30.0,90.0,0.0,2.0,0.02,70.0,1000000.0,0.35,27.0,13990711.88,13990711.88,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dau_3689,dau_3689,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,260600.0,3319.714285714286,0.04,501270.0,0.0,30.0,21.0,0.0,1.0,0.02,70.0,6515000.0,0.35,25.0,12636816.47,12636816.47,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
quagn.vihn,quagn.vihn,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,82100.0,5652.1875,0.04,501270.0,0.0,30.0,16.0,0.0,1.0,0.02,70.0,2052500.0,0.35,24.0,12347659.91,12347659.91,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thienthichriviu,thienthichriviu,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,44200.0,53638.0,0.04,501270.0,0.0,30.0,2.0,0.0,1.0,0.02,70.0,1105000.0,0.35,23.0,11970993.65,11970993.65,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dulin.nichphu,dulin.nichphu,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5613.0,1202.2444444444445,0.04,501270.0,0.0,30.0,0.0,45.0,1.0,0.02,70.0,1000000.0,0.35,22.0,11214944.48,11214944.48,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nguyenquyen240303,nguyenquyen240303,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,12100.0,938.952380952381,0.04,501270.0,0.0,30.0,3.0,39.0,1.0,0.02,70.0,1000000.0,0.35,22.0,11191421.4,11191421.4,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thuylong_5,thuylong_5,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5385.0,2309.470588235294,0.04,501270.0,0.0,30.0,34.0,0.0,1.0,0.02,70.0,1000000.0,0.35,22.0,11100311.82,11100311.82,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mecuana66,mecuana66,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,26200.0,13745.857142857143,0.04,501270.0,0.0,30.0,7.0,0.0,1.0,0.02,70.0,1000000.0,0.35,20.0,10240072.21,10240072.21,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
maivyri.vui.1,maivyri.vui.1,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1137.0,236.0731707317073,0.04,501270.0,0.0,30.0,30.0,11.0,1.0,0.02,70.0,1000000.0,0.35,19.0,10016561.31,10016561.31,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
chuyennhalio,chuyennhalio,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,20400.0,11375.833333333334,0.04,501270.0,0.0,30.0,6.0,0.0,1.0,0.02,70.0,1000000.0,0.35,19.0,9666723.02,9666723.02,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
concobeb.e,concobeb.e,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3012.0,3239.0588235294117,0.04,501270.0,0.0,30.0,17.0,0.0,1.0,0.02,70.0,1000000.0,0.35,18.0,9232777.97,9232777.97,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
shopthachthuong,shopthachthuong,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,13100.0,2233.8709677419356,0.04,501270.0,0.0,30.0,0.0,31.0,1.0,0.02,70.0,1000000.0,0.35,18.0,9195508.29,9195508.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tiepthanthien22,tiepthanthien22,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,100500.0,2041.40625,0.04,501270.0,0.0,30.0,32.0,0.0,1.0,0.02,70.0,2512500.0,0.35,17.0,8987122.06,8987122.06,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
quyenngoc525,quyenngoc525,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4905.0,17122.0,0.04,501270.0,0.0,30.0,3.0,0.0,1.0,0.02,70.0,1000000.0,0.35,16.0,8512255.98,8512255.98,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
maily280895,maily280895,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3244.0,1181.3333333333333,0.04,501270.0,0.0,30.0,45.0,0.0,2.0,0.02,70.0,1000000.0,0.35,16.0,8206993.14,8206993.14,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hgdp2420,hgdp2420,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3435.0,1138.090909090909,0.04,501270.0,0.0,30.0,4.0,7.0,3.0,0.02,70.0,1000000.0,0.35,16.0,8169900.07,8169900.07,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
anlin210,anlin210,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,44500.0,2880.576923076923,0.04,501270.0,0.0,30.0,26.0,0.0,1.0,0.02,70.0,1112500.0,0.35,15.0,7901581.78,7901581.78,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
leanhthu3979,leanhthu3979,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7963.0,1767.896551724138,0.04,501270.0,0.0,30.0,28.0,1.0,4.0,0.02,70.0,1000000.0,0.35,15.0,7852743.49,7852743.49,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thuong.19930,thuong.19930,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,120500.0,9180.5,0.04,501270.0,0.0,30.0,6.0,0.0,1.0,0.02,70.0,3012500.0,0.35,14.0,7488448.73,7488448.73,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
taphoamegau25,taphoamegau25,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1827.0,2119.3888888888887,0.04,501270.0,0.0,30.0,18.0,0.0,1.0,0.02,70.0,1000000.0,0.35,14.0,7464793.79,7464793.79,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bimbumne,bimbumne,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,572700.0,45883.0,0.04,501270.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,14317500.0,0.35,14.0,7417324.57,7417324.57,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
reviewhottrend_xh,reviewhottrend_xh,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4854.0,7357.8,0.04,501270.0,0.0,30.0,5.0,0.0,1.0,0.02,70.0,1000000.0,0.35,14.0,7353349.56,7353349.56,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
caisapnho0,caisapnho0,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6412.0,754.0701754385965,0.04,501270.0,0.0,30.0,57.0,0.0,1.0,0.02,70.0,1000000.0,0.35,14.0,7211663.75,7211663.75,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
utthuy6659,utthuy6659,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4673.0,167.95454545454547,0.04,501270.0,0.0,30.0,16.0,6.0,2.0,0.02,70.0,1000000.0,0.35,12.0,6202659.02,6202659.02,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vyvytaphoa86,vyvytaphoa86,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1700.0,805.1632653061224,0.04,501270.0,0.0,30.0,49.0,0.0,1.0,0.02,70.0,1000000.0,0.35,10.0,5513805.2,5513805.2,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mecherry2602,mecherry2602,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3054.0,401.46153846153845,0.04,501270.0,0.0,30.0,0.0,13.0,1.0,0.02,70.0,1000000.0,0.35,10.0,5161195.44,5161195.44,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kieuoanhaff9,kieuoanhaff9,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1633.0,1133.96,0.04,501270.0,0.0,30.0,25.0,0.0,1.0,0.02,70.0,1000000.0,0.35,10.0,5024009.99,5024009.99,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tiemmetuyet,tiemmetuyet,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6694.0,3711.5,0.04,501270.0,0.0,30.0,8.0,0.0,1.0,0.02,70.0,1000000.0,0.35,9.0,4715694.24,4715694.24,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nganngo2601,nganngo2601,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,68100.0,11522.5,0.04,501270.0,0.0,30.0,2.0,0.0,1.0,0.02,70.0,1702500.0,0.35,8.0,4442478.36,4442478.36,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
taphoaanyenn,taphoaanyenn,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,8132.0,704.0277777777778,0.04,501270.0,0.0,30.0,28.0,8.0,1.0,0.02,70.0,1000000.0,0.35,8.0,4426099.28,4426099.28,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
muoivungchay.healthyfood,muoivungchay.healthyfood,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,30100.0,19794.85714285714,0.04,501270.0,0.0,30.0,0.0,7.0,1.0,0.02,70.0,1000000.0,0.35,8.0,4299294.3,4299294.3,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dthinhshop,dthinhshop,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,10400.0,1489.15,0.04,501270.0,0.0,30.0,20.0,0.0,1.0,0.02,70.0,1000000.0,0.35,8.0,4183336.71,4183336.71,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
user3618784778887,user3618784778887,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,35700.0,2592.875,0.04,501270.0,0.0,30.0,8.0,0.0,1.0,0.02,70.0,1000000.0,0.35,8.0,4149998.82,4149998.82,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mai.huynh.2,mai.huynh.2,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,138000.0,11603.5,0.04,501270.0,0.0,30.0,2.0,0.0,1.0,0.02,70.0,3450000.0,0.35,8.0,4093716.48,4093716.48,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thanhlan5,thanhlan5,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,20000.0,548.1506849315068,0.04,501270.0,0.0,30.0,46.0,27.0,1.0,0.02,70.0,1000000.0,0.35,7.0,3978900.88,3978900.88,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hny..98,hny..98,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1248.0,556.5,0.04,501270.0,0.0,30.0,2.0,4.0,2.0,0.02,70.0,1000000.0,0.35,7.0,3958739.01,3958739.01,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hng.hnh.shop3,hng.hnh.shop3,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,16100.0,190.92146596858638,0.04,501270.0,0.0,30.0,190.0,1.0,1.0,0.02,70.0,1000000.0,0.35,7.0,3794575.0,3794575.0,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nam.lun4727,nam.lun4727,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4006.0,1100.295081967213,0.04,501270.0,0.0,30.0,17.0,44.0,1.0,0.02,70.0,1000000.0,0.35,7.0,3785945.67,3785945.67,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hien.huynh5086,hien.huynh5086,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2184.0,518.0,0.04,501270.0,0.0,30.0,1.0,18.0,2.0,0.02,70.0,1000000.0,0.35,7.0,3766898.31,3766898.31,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tranphuongloan92,tranphuongloan92,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3609.0,3980.0,0.04,501270.0,0.0,30.0,0.0,1.0,1.0,0.02,70.0,1000000.0,0.35,7.0,3691214.73,3691214.73,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hieu.reviw,hieu.reviw,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3342.0,620.6349206349206,0.04,501270.0,0.0,30.0,63.0,0.0,2.0,0.02,70.0,1000000.0,0.35,7.0,3563210.7,3563210.7,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
chiphankim36,chiphankim36,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,49800.0,4768.75,0.04,501270.0,0.0,30.0,4.0,0.0,1.0,0.02,70.0,1245000.0,0.35,6.0,3461859.22,3461859.22,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
giadungnhathanh23,giadungnhathanh23,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1656.0,871.8823529411765,0.04,501270.0,0.0,30.0,34.0,0.0,1.0,0.02,70.0,1000000.0,0.35,6.0,3432657.22,3432657.22,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
duyen7697,duyen7697,La Roche-Posay Việt Nam,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,8293.0,11112.42857142857,0.04,501270.0,0.0,30.0,14.0,0.0,1.0,0.02,70.0,1000000.0,0.35,6.0,3424547.09,3424547.09,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
